,geoUID,r_external_5yr,r_inter_5yr,r_internal_5yr,r_intra_5yr,r_migrants_5yr,r_movers_5yr,r_nonMigrants_5yr,r_nonMovers_5yr
332.000,10010672.000,0.000,1.000,0.857,0.000,0.350,0.247,6.500,0.753
333.000,10010673.000,0.000,0.667,1.000,0.667,0.273,0.190,2.000,0.828
334.000,10010674.000,0.000,0.000,1.000,1.167,0.240,0.338,2.250,0.676
335.000,10010675.000,0.000,0.308,1.000,0.692,0.394,0.320,5.250,0.680
336.000,10010676.000,0.000,0.000,0.000,0.000,0.222,0.095,400000.000,0.905
337.000,10010677.000,0.167,0.200,0.833,0.900,0.500,0.279,4.000,0.721
338.000,10010678.000,0.200,0.222,0.900,0.889,0.357,0.248,6.000,0.761
339.000,10010679.000,0.095,0.476,1.000,0.524,0.700,0.208,0.769,0.792
340.000,10010680.000,0.000,0.000,1.000,1.000,0.556,0.474,2.000,0.526
341.000,10010681.000,0.176,0.143,0.824,0.857,0.548,0.258,2.000,0.742
342.000,10010682.000,NA,NA,NA,NA,NA,NA,NA,NA
343.000,10010683.000,0.000,0.200,1.000,0.760,0.758,0.212,4.000,0.782
344.000,10010684.000,0.161,0.200,0.806,0.800,0.838,0.308,0.545,0.692
345.000,10010685.000,0.000,0.219,1.000,0.767,0.869,0.414,0.423,0.586
346.000,10010686.000,0.000,0.600,1.071,0.400,0.933,0.181,0.000,0.819
347.000,10010687.000,0.000,0.000,1.000,1.000,1.000,0.091,0.000,0.909
348.000,10010688.000,0.000,0.000,1.000,1.000,0.222,0.243,1.857,0.784
349.000,10010689.000,0.000,0.075,1.000,0.950,0.727,0.350,1.364,0.643
350.000,10010690.000,0.000,0.200,1.000,1.000,1.000,0.323,0.000,0.645
351.000,10010691.000,0.000,0.588,1.000,0.412,0.739,0.253,1.000,0.758
352.000,10010692.000,0.000,0.111,1.000,0.944,0.818,0.190,0.444,0.802
353.000,10010693.000,NA,NA,NA,NA,NA,NA,NA,NA
354.000,10010694.000,0.000,0.500,1.000,0.500,0.909,0.136,1.000,0.864
355.000,10010695.000,0.214,0.364,0.786,0.727,0.700,0.198,0.462,0.812
356.000,10010696.000,0.000,0.182,1.000,0.818,0.733,0.172,0.571,0.828
357.000,10010697.000,0.000,0.158,1.056,0.789,0.514,0.340,1.143,0.670
358.000,10010698.000,0.000,0.353,1.000,0.647,0.500,0.374,2.571,0.637
359.000,10010699.000,0.000,0.286,1.000,0.857,0.412,0.159,3.000,0.841
360.000,10010700.000,0.000,0.273,0.917,0.727,0.923,0.191,0.000,0.824
361.000,10010701.000,0.000,0.000,1.000,0.714,0.636,0.177,0.833,0.823
362.000,10010702.000,0.000,0.250,0.952,0.750,0.750,0.231,1.167,0.769
363.000,10010703.000,0.000,0.750,1.000,0.500,0.667,0.182,100000.000,0.818
364.000,10010704.000,0.000,0.571,0.875,0.286,1.000,0.131,0.667,0.869
365.000,10010705.000,0.000,0.600,1.000,0.400,0.714,0.184,0.667,0.816
366.000,10010706.000,0.125,0.467,0.937,0.533,0.727,0.177,0.600,0.823
367.000,10010707.000,0.118,0.267,0.882,0.800,0.850,0.189,0.600,0.811
368.000,10010708.000,0.000,0.750,1.000,0.500,0.667,0.091,0.500,0.909
369.000,10010709.000,0.000,0.000,1.000,0.667,0.750,0.100,1.500,0.887
370.000,10010710.000,0.222,0.000,0.889,1.000,0.692,0.165,0.667,0.835
371.000,10010711.000,0.000,0.000,0.900,1.111,0.833,0.279,0.286,0.744
372.000,10010712.000,0.105,0.529,0.895,0.529,0.704,0.225,0.727,0.775
373.000,10010713.000,0.000,0.667,0.750,0.667,0.444,0.161,2.000,0.857
374.000,10010714.000,0.000,0.000,1.000,0.800,1.000,0.167,0.000,0.850
375.000,10010715.000,0.000,0.800,1.000,0.200,0.769,0.250,0.500,0.750
376.000,10010716.000,0.000,1.000,1.000,0.000,1.000,0.032,0.000,0.968
377.000,10010717.000,0.000,0.625,1.000,0.500,0.727,0.092,0.500,0.900
378.000,10010718.000,0.200,0.417,0.800,0.583,0.682,0.229,0.667,0.781
379.000,10010719.000,0.000,0.273,0.917,0.727,0.571,0.153,1.286,0.847
380.000,10010720.000,0.000,0.000,1.000,1.000,0.231,0.186,3.000,0.814
381.000,10010721.000,0.000,0.250,0.952,0.800,0.636,0.308,1.200,0.682
382.000,10010722.000,0.000,0.333,1.000,0.600,0.937,0.160,0.200,0.840
383.000,10010723.000,0.000,0.000,100000.000,1.000,0.000,0.095,0.000,0.952
384.000,10010724.000,0.000,0.286,1.000,0.714,1.077,0.183,0.000,0.817
385.000,10010725.000,0.000,0.000,1.000,1.000,1.000,0.071,0.000,0.929
386.000,10010726.000,0.000,0.000,0.875,1.000,0.889,0.164,0.000,0.873
387.000,10010727.000,0.000,0.714,1.167,0.286,0.857,0.219,0.000,0.812
388.000,10010728.000,0.000,0.000,1.000,1.000,1.000,0.050,0.000,0.975
389.000,10010729.000,0.000,0.000,1.000,0.600,1.000,0.070,0.000,0.944
390.000,10010730.000,0.000,1.000,1.000,0.000,1.000,0.042,0.000,0.958
391.000,10010731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
392.000,10010732.000,NA,NA,NA,NA,NA,NA,NA,NA
393.000,10010733.000,0.000,0.750,1.333,0.000,1.000,0.231,0.000,0.769
394.000,10010734.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.024
395.000,10010735.000,0.000,1.000,1.000,0.000,0.286,0.140,1.333,0.880
396.000,10010736.000,0.000,0.500,0.800,0.500,0.714,0.292,0.500,0.708
397.000,10010737.000,0.000,0.000,1.000,1.000,0.923,0.186,0.000,0.829
398.000,10010738.000,0.000,1.000,1.000,0.000,0.636,0.196,1.000,0.804
399.000,10010739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
400.000,10010740.000,0.000,0.625,1.000,0.500,0.800,0.164,100000.000,0.852
401.000,10010741.000,0.000,0.316,1.027,0.658,0.822,0.294,0.636,0.706
402.000,10010742.000,0.000,0.500,1.000,0.500,0.750,0.073,0.500,0.927
403.000,10010743.000,0.000,0.444,1.000,0.556,0.750,0.135,0.571,0.854
404.000,10010744.000,0.000,0.182,1.100,0.727,0.625,0.184,0.600,0.816
405.000,10010745.000,0.000,0.000,0.750,1.000,1.333,0.214,0.000,0.786
406.000,10010746.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
407.000,10010747.000,0.000,0.500,1.000,0.500,1.000,0.089,0.000,0.911
408.000,10010748.000,0.000,0.000,0.000,0.000,0.000,0.039,100000.000,0.961
409.000,10010749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947
410.000,10010750.000,0.000,0.667,0.750,0.667,0.444,0.130,1.500,0.870
411.000,10010751.000,0.250,0.000,0.875,0.857,0.800,0.250,0.000,0.775
412.000,10010752.000,0.000,0.286,1.000,0.857,0.583,0.308,0.714,0.718
413.000,10010753.000,0.000,0.778,0.900,0.222,0.588,0.187,0.875,0.813
414.000,10010754.000,0.000,1.000,100000.000,1.000,0.000,0.125,350000.000,0.875
415.000,10010755.000,0.000,0.000,1.000,1.000,0.333,0.273,1.750,0.727
416.000,10010756.000,0.000,0.400,1.250,0.800,0.250,0.205,1.250,0.795
417.000,10010757.000,0.000,0.375,1.000,0.625,0.471,0.304,1.333,0.696
418.000,10010758.000,0.000,0.500,0.800,0.500,0.294,0.218,1.625,0.782
419.000,10010759.000,0.000,0.571,1.000,0.429,0.437,0.200,0.889,0.800
420.000,10010760.000,0.000,1.000,1.000,0.000,0.375,0.178,0.800,0.844
421.000,10010761.000,0.000,0.308,1.000,0.769,0.500,0.224,0.929,0.767
422.000,10010762.000,0.000,0.133,1.000,0.867,0.714,0.158,0.545,0.842
423.000,10010763.000,NA,NA,NA,NA,NA,NA,NA,NA
424.000,10010764.000,0.000,0.364,1.000,0.545,0.500,0.224,3.000,0.765
425.000,10010765.000,0.000,0.556,1.000,0.444,0.600,0.179,1.400,0.810
426.000,10010766.000,0.182,0.000,0.818,0.889,0.423,0.260,1.455,0.730
427.000,10010767.000,0.000,0.400,1.000,0.400,0.333,0.165,3.333,0.835
428.000,10010768.000,0.125,0.310,0.906,0.621,0.552,0.317,1.250,0.683
429.000,10010769.000,0.000,0.187,0.970,0.812,0.635,0.274,1.059,0.726
430.000,10010770.000,0.000,0.714,1.000,0.429,0.467,0.150,1.500,0.850
431.000,10010771.000,0.000,0.294,1.000,0.765,0.395,0.301,2.364,0.699
432.000,10010772.000,0.000,0.154,1.083,0.846,0.308,0.267,3.000,0.733
433.000,10010773.000,0.700,0.667,0.300,0.667,0.385,0.491,1.455,0.509
434.000,10010774.000,0.182,0.500,0.909,0.400,0.393,0.301,1.455,0.688
435.000,10010775.000,0.328,0.526,0.655,0.500,0.369,0.394,2.200,0.603
436.000,10010776.000,0.071,0.250,1.000,0.714,0.583,0.304,2.000,0.696
437.000,10010777.000,0.057,0.206,0.971,0.794,0.700,0.318,0.933,0.688
438.000,10010778.000,0.000,0.375,0.941,0.625,0.850,0.179,0.500,0.821
439.000,10010779.000,0.095,0.632,0.905,0.421,0.488,0.473,2.000,0.527
440.000,10010780.000,0.125,0.133,0.937,0.933,0.485,0.398,2.571,0.614
441.000,10010781.000,0.000,0.098,0.976,0.927,0.532,0.268,1.652,0.732
442.000,10010782.000,0.000,0.353,1.000,0.647,0.680,0.301,1.286,0.699
443.000,10010783.000,0.125,0.500,0.875,0.571,0.727,0.301,0.545,0.699
444.000,10010784.000,0.167,0.000,0.750,1.000,0.600,0.256,0.800,0.744
445.000,10010785.000,0.000,0.300,1.000,0.667,0.698,0.218,1.000,0.787
446.000,10010786.000,0.000,0.182,1.000,0.818,0.440,0.238,1.750,0.762
447.000,10010787.000,0.065,0.302,0.935,0.721,0.657,0.361,1.200,0.644
448.000,10010788.000,0.100,0.150,1.000,0.850,0.769,0.310,0.333,0.690
449.000,10010789.000,0.000,0.105,0.950,0.947,0.571,0.257,2.500,0.735
450.000,10010790.000,0.000,0.172,0.967,0.828,0.652,0.234,1.062,0.766
451.000,10010791.000,0.000,0.667,0.900,0.333,0.714,0.237,0.800,0.746
452.000,10010792.000,0.000,0.179,1.000,0.821,0.737,0.220,0.786,0.775
453.000,10010793.000,0.000,0.229,1.000,0.771,0.761,0.324,0.857,0.669
454.000,10010794.000,0.000,0.667,1.000,0.667,0.231,0.181,3.333,0.806
455.000,10010795.000,0.000,0.667,1.000,0.000,0.400,0.143,3.333,0.857
456.000,10010796.000,0.000,0.182,1.000,0.818,0.423,0.289,750000.000,0.722
457.000,10010797.000,NA,NA,NA,NA,NA,NA,NA,NA
458.000,10010798.000,0.000,0.450,0.952,0.550,0.778,0.257,0.400,0.752
459.000,10010799.000,0.118,0.200,0.882,0.800,0.515,0.314,3.200,0.695
460.000,10010800.000,0.000,0.222,1.000,0.833,0.621,0.302,1.833,0.698
461.000,10010801.000,0.154,0.379,0.846,0.621,0.661,0.347,1.111,0.653
462.000,10010802.000,0.133,0.000,0.867,1.000,0.789,0.167,0.800,0.851
463.000,10010803.000,0.000,0.171,1.000,0.829,0.593,0.461,5.000,0.531
464.000,10010804.000,0.045,0.129,0.939,0.871,0.524,0.516,0.952,0.480
465.000,10010805.000,0.000,0.348,1.045,0.609,0.367,0.349,1.947,0.651
466.000,10010806.000,0.000,0.467,1.000,0.533,0.625,0.296,0.909,0.691
467.000,10010807.000,0.000,0.462,1.083,0.462,0.500,0.286,0.786,0.714
468.000,10010808.000,0.000,0.467,1.071,0.400,0.583,0.258,2.250,0.731
469.000,10010809.000,0.500,0.500,1.000,0.000,0.364,0.162,300000.000,0.838
470.000,10010810.000,0.000,0.750,1.000,0.250,0.471,0.200,2.250,0.812
471.000,10010811.000,0.000,0.500,1.000,0.500,0.211,0.241,2.800,0.759
472.000,10010812.000,0.236,0.481,0.750,0.537,0.400,0.424,1.588,0.576
473.000,10010813.000,0.120,0.364,0.880,0.614,0.476,0.512,1.341,0.483
474.000,10010814.000,0.163,0.444,0.837,0.556,0.489,0.429,1.216,0.571
475.000,10010815.000,0.136,0.231,0.886,0.769,0.638,0.676,0.714,0.324
476.000,10010817.000,0.000,0.314,1.000,0.686,0.464,0.438,3.471,0.566
477.000,10010818.000,0.108,0.312,0.865,0.687,0.638,0.317,1.294,0.683
478.000,10010820.000,0.000,0.000,0.929,0.923,0.636,0.289,0.667,0.711
479.000,10010821.000,0.000,0.000,1.000,1.000,0.200,0.224,1.857,0.776
480.000,10010822.000,0.750,0.000,0.500,1.000,0.250,0.235,2.600,0.750
481.000,10010823.000,0.000,0.400,1.000,0.800,0.208,0.329,2.111,0.671
482.000,10010824.000,0.000,0.187,0.970,0.844,0.287,0.511,2.562,0.489
483.000,10010825.000,0.093,0.388,0.916,0.612,0.461,0.524,1.582,0.474
484.000,10010826.000,0.000,0.625,0.889,0.375,0.375,0.238,5.000,0.762
485.000,10010827.000,0.118,0.328,0.897,0.672,0.389,0.478,1.710,0.519
486.000,1002.000,0.040,0.350,0.962,0.650,0.577,0.201,1.130,0.799
487.000,10020079.000,0.000,0.000,1.000,0.867,0.882,0.157,0.333,0.843
488.000,10020080.000,NA,NA,NA,NA,NA,NA,NA,NA
489.000,10020081.000,0.000,0.000,1.000,1.000,0.538,0.118,300000.000,0.882
490.000,10020082.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
491.000,10020083.000,0.000,1.000,1.000,0.000,0.400,0.089,150000.000,0.911
492.000,10020084.000,0.000,0.000,100000.000,1.000,0.000,0.000,0.000,0.960
493.000,10020085.000,0.000,1.000,1.000,0.000,0.333,0.209,2.000,0.791
494.000,10020086.000,0.000,0.556,1.000,0.333,1.000,0.237,0.000,0.789
495.000,10020087.000,0.000,0.400,1.000,0.800,1.000,0.227,0.000,0.727
496.000,10020088.000,0.000,0.000,1.000,0.667,0.750,0.093,0.667,0.930
497.000,10020089.000,0.000,0.667,1.000,0.333,0.900,0.125,0.667,0.887
498.000,10020090.000,NA,NA,NA,NA,NA,NA,NA,NA
499.000,10020091.000,0.125,0.800,0.937,0.200,0.762,0.204,0.308,0.806
500.000,10020092.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.950
501.000,10020093.000,0.000,1.000,100000.000,0.000,0.000,0.075,100000.000,0.925
502.000,10020094.000,0.000,0.316,1.000,0.632,0.864,0.202,1.500,0.789
503.000,10020095.000,0.000,0.500,1.000,0.500,1.000,0.138,100000.000,0.828
504.000,10020096.000,0.222,0.000,0.778,0.857,0.750,0.138,0.273,0.874
505.000,10020097.000,0.000,0.500,0.889,0.375,0.290,0.360,4.400,0.640
506.000,10020098.000,0.061,0.161,0.939,0.806,0.550,0.279,1.333,0.716
507.000,10020099.000,0.000,0.278,1.000,0.667,0.486,0.245,2.222,0.748
508.000,10020100.000,0.000,0.333,1.000,0.667,0.529,0.205,2.333,0.795
509.000,10020101.000,0.000,0.200,1.111,0.800,0.562,0.356,3.500,0.644
510.000,10020102.000,0.167,0.357,0.778,0.714,0.667,0.375,0.769,0.611
511.000,10020103.000,0.000,0.182,1.000,0.818,0.355,0.330,1.357,0.670
512.000,10020104.000,0.000,0.750,1.000,0.375,0.667,0.133,0.444,0.856
513.000,10020105.000,0.000,0.667,1.500,0.667,1.000,0.050,0.000,0.925
514.000,10020106.000,0.000,0.286,1.000,0.857,0.500,0.209,3.500,0.791
515.000,10020107.000,0.000,0.154,1.000,0.846,0.722,0.176,0.500,0.824
516.000,10020108.000,0.000,0.000,1.000,0.000,1.000,0.033,0.000,1.000
517.000,10020109.000,NA,NA,NA,NA,NA,NA,NA,NA
518.000,10020110.000,0.000,0.200,1.000,0.800,0.526,0.171,1.286,0.829
519.000,10020111.000,0.211,0.467,0.789,0.600,0.679,0.283,1.286,0.707
520.000,10020112.000,0.000,0.000,1.000,0.889,0.500,0.171,1.800,0.819
521.000,10020113.000,0.000,0.333,1.000,0.667,0.882,0.304,0.750,0.679
522.000,10020114.000,0.000,0.222,1.000,0.889,0.375,0.224,1.750,0.776
523.000,10020115.000,0.000,0.800,1.000,0.000,0.625,0.157,200000.000,0.843
524.000,10020116.000,0.000,0.400,1.000,0.400,1.250,0.052,0.000,0.948
525.000,10020117.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
526.000,10020118.000,0.667,0.000,0.000,0.000,0.333,0.141,3.500,0.844
527.000,10020119.000,0.000,0.222,1.000,0.667,0.562,0.225,1.400,0.775
528.000,10020120.000,0.000,0.200,1.000,0.900,0.455,0.262,1.222,0.738
529.000,10020121.000,NA,NA,NA,NA,NA,NA,NA,NA
530.000,10020122.000,0.000,0.875,1.000,0.000,0.571,0.241,3.000,0.741
531.000,10020123.000,0.000,0.778,1.000,0.222,0.643,0.237,1.000,0.763
532.000,10020124.000,0.000,0.429,1.000,0.571,0.778,0.220,0.286,0.805
533.000,10020125.000,0.000,0.000,1.000,1.000,0.750,0.148,0.286,0.870
534.000,10020126.000,0.000,0.000,1.000,1.000,0.667,0.150,0.000,0.850
535.000,10020127.000,0.000,0.000,0.000,0.000,0.000,0.106,2.000,0.915
536.000,10020128.000,0.000,0.182,1.100,0.818,0.526,0.247,4.000,0.753
537.000,10020129.000,0.000,0.400,1.000,0.600,0.500,0.130,250000.000,0.870
538.000,10020130.000,0.182,0.700,0.909,0.200,0.550,0.179,1.286,0.821
539.000,10020131.000,0.143,0.231,0.929,0.769,0.538,0.325,0.917,0.687
540.000,10020132.000,0.333,0.333,1.000,0.500,0.400,0.208,1.800,0.792
541.000,10020133.000,0.000,0.500,1.200,0.333,0.417,0.293,0.857,0.707
542.000,10020134.000,0.000,0.357,1.000,0.571,0.609,0.261,0.529,0.739
543.000,10020135.000,0.000,0.444,1.000,0.556,0.529,0.227,0.889,0.760
544.000,10020136.000,0.000,0.000,1.200,1.000,0.357,0.184,1.000,0.816
545.000,10020137.000,0.000,0.667,0.750,0.667,0.800,0.192,0.667,0.808
546.000,1003.000,0.000,0.451,1.000,0.545,0.483,0.161,1.368,0.839
547.000,10030056.000,NA,NA,NA,NA,NA,NA,NA,NA
548.000,10030057.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.941
549.000,10030058.000,0.000,0.000,0.857,1.000,0.583,0.109,2.000,0.882
550.000,10030059.000,0.000,0.000,1.000,1.333,0.500,0.136,1.500,0.841
551.000,10030060.000,0.000,0.000,100000.000,1.000,0.000,0.174,1.250,0.826
552.000,10030061.000,NA,NA,NA,NA,NA,NA,NA,NA
553.000,10030062.000,0.000,0.000,1.000,1.000,1.000,0.067,0.000,0.956
554.000,10030063.000,0.000,0.600,1.000,0.500,0.909,0.133,1.000,0.855
555.000,10030064.000,0.000,0.000,0.000,0.000,100000.000,0.000,0.000,0.972
556.000,10030065.000,NA,NA,NA,NA,NA,NA,NA,NA
557.000,10030066.000,0.000,1.000,1.000,0.000,0.154,0.228,5.000,0.789
558.000,10030067.000,0.000,0.000,0.667,1.000,0.214,0.264,5.000,0.755
559.000,10030068.000,0.000,0.308,1.000,0.692,0.448,0.145,3.200,0.855
560.000,10030069.000,0.000,0.000,1.000,1.000,1.000,0.105,0.000,0.895
561.000,10030070.000,0.000,0.429,1.000,0.571,0.875,0.163,0.000,0.837
562.000,10030071.000,0.000,0.000,1.000,0.000,1.000,0.095,100000.000,0.905
563.000,10030072.000,0.000,0.714,0.875,0.429,1.000,0.105,0.000,0.895
564.000,10030073.000,0.000,0.000,1.000,0.000,1.000,0.077,0.000,0.885
565.000,10030074.000,0.000,100000.000,0.000,0.000,0.200,0.122,400000.000,0.890
566.000,10030075.000,0.000,1.000,0.667,1.000,0.600,0.076,0.000,0.939
567.000,10030076.000,0.000,0.000,0.000,0.000,0.000,0.049,1.333,0.939
568.000,10030077.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
569.000,10030078.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100
570.000,10030079.000,0.000,1.200,0.833,0.000,0.667,0.129,1.000,0.886
571.000,10030080.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
572.000,10030081.000,0.000,1.000,1.000,0.000,0.714,0.109,0.500,0.906
573.000,10030082.000,0.000,0.625,1.000,0.375,0.727,0.081,0.429,0.919
574.000,10030083.000,0.000,0.778,1.000,0.222,0.529,0.218,4.000,0.795
575.000,10030084.000,0.000,0.750,1.000,0.500,0.571,0.117,0.667,0.900
576.000,10030085.000,0.000,0.333,1.000,0.667,0.385,0.317,2.273,0.683
577.000,10030086.000,0.000,0.273,1.000,0.636,0.355,0.256,6.667,0.752
578.000,10030087.000,0.000,0.469,1.000,0.562,0.640,0.213,0.783,0.787
579.000,10030088.000,0.000,0.000,1.000,0.889,0.529,0.243,4.000,0.757
580.000,10030089.000,0.000,0.545,0.917,0.364,0.667,0.191,1.500,0.819
581.000,10030090.000,0.000,0.750,0.800,0.000,0.312,0.296,0.800,0.685
582.000,10030091.000,0.000,0.000,0.000,0.000,0.000,0.106,1.167,0.909
583.000,10030092.000,0.000,0.556,1.000,0.556,0.474,0.179,1.429,0.821
584.000,10030093.000,0.000,0.267,1.000,0.733,0.500,0.238,1.875,0.770
585.000,10030094.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.045
586.000,10030095.000,0.000,0.750,1.000,0.250,0.632,0.288,0.500,0.697
587.000,10030096.000,0.000,0.333,1.000,0.833,0.750,0.092,0.400,0.908
588.000,10030097.000,0.000,0.667,1.000,0.667,0.231,0.173,2.200,0.840
589.000,10030098.000,0.000,0.286,1.167,0.571,0.250,0.226,1.500,0.764
590.000,1004.000,0.015,0.417,0.985,0.581,0.575,0.245,1.092,0.755
591.000,10040077.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
592.000,10040078.000,0.000,0.857,1.000,0.000,0.875,0.114,1.000,0.886
593.000,10040079.000,0.000,0.933,1.000,0.000,0.833,0.202,0.154,0.798
594.000,10040080.000,0.000,0.375,1.143,0.500,0.333,0.244,1.857,0.756
595.000,10040081.000,0.158,0.333,0.789,0.733,0.396,0.539,2.417,0.461
596.000,10040082.000,0.000,0.333,1.059,0.611,0.567,0.435,1.000,0.565
597.000,10040083.000,0.000,0.429,1.000,0.571,0.389,0.234,0.917,0.766
598.000,10040084.000,0.000,0.286,1.000,0.571,0.636,0.167,2.500,0.833
599.000,10040085.000,0.000,0.250,0.889,0.875,0.562,0.225,1.600,0.761
600.000,10040086.000,0.000,0.455,1.000,0.545,0.367,0.303,1.118,0.687
601.000,10040087.000,0.000,0.200,1.071,0.733,0.467,0.283,1.071,0.717
602.000,10040088.000,0.000,0.429,1.000,0.429,0.538,0.141,1.200,0.859
603.000,10040089.000,0.000,0.125,1.067,0.875,0.652,0.307,1.750,0.680
604.000,10040090.000,0.000,0.462,1.000,0.538,0.500,0.268,0.923,0.722
605.000,10040091.000,0.000,0.433,1.000,0.567,0.526,0.297,1.421,0.703
606.000,10040092.000,0.000,0.591,1.000,0.409,0.611,0.439,1.000,0.573
607.000,10040093.000,0.000,0.227,1.000,0.773,0.786,0.246,0.857,0.754
608.000,10040094.000,0.000,0.500,1.091,0.417,0.647,0.254,3.000,0.731
609.000,10040095.000,0.000,0.385,0.929,0.615,0.500,0.237,2.143,0.754
610.000,10040096.000,0.000,0.250,1.000,0.714,0.966,0.250,0.118,0.750
611.000,10040097.000,0.000,0.522,1.000,0.478,0.793,0.319,0.375,0.681
612.000,10040098.000,0.000,0.227,1.000,0.818,0.524,0.560,0.826,0.440
613.000,10040099.000,0.000,0.875,1.000,0.250,0.258,0.674,2.444,0.304
614.000,10040100.000,0.222,0.375,0.889,0.375,0.692,0.213,0.800,0.787
615.000,10040101.000,0.000,0.333,1.000,0.667,0.400,0.246,3.333,0.738
616.000,10040102.000,0.000,0.167,1.000,0.833,0.429,0.368,2.286,0.632
617.000,10040103.000,0.000,0.500,1.091,0.417,0.733,0.263,0.333,0.754
618.000,10040104.000,0.000,0.526,0.950,0.526,0.741,0.241,0.615,0.759
619.000,10040105.000,0.000,0.556,0.900,0.444,0.625,0.211,1.167,0.789
620.000,10040106.000,0.000,0.429,1.000,0.571,0.500,0.206,1.167,0.779
621.000,10040107.000,0.000,0.200,1.000,0.900,0.769,0.148,1.000,0.852
622.000,10040108.000,0.000,0.500,1.000,0.500,0.833,0.146,0.333,0.854
623.000,10040109.000,0.000,1.000,1.000,0.000,0.200,0.167,500000.000,0.833
624.000,10040110.000,0.000,0.000,0.500,1.500,0.571,0.097,1.500,0.917
625.000,10040111.000,0.000,0.625,1.000,0.500,0.615,0.134,1.667,0.856
626.000,10040112.000,0.000,0.714,1.000,0.429,0.778,0.089,0.667,0.911
627.000,10040113.000,0.000,0.625,0.889,0.375,0.600,0.142,1.000,0.858
628.000,10040114.000,0.000,0.350,1.000,0.600,0.606,0.275,1.625,0.725
629.000,10040115.000,0.000,0.545,1.000,0.545,0.579,0.176,1.000,0.824
630.000,10040116.000,0.000,0.714,1.000,0.286,0.437,0.205,0.895,0.808
631.000,10040117.000,0.000,0.286,1.000,0.857,0.875,0.108,0.000,0.905
632.000,10040118.000,0.000,0.333,1.000,0.667,0.720,0.263,0.583,0.737
633.000,10040119.000,0.000,0.214,1.000,0.714,0.875,0.165,0.000,0.835
634.000,10040120.000,0.000,0.667,1.000,0.500,0.316,0.200,2.400,0.800
635.000,1005.000,0.040,0.396,0.960,0.605,0.503,0.317,1.306,0.683
636.000,10050076.000,0.000,0.375,1.000,0.500,0.889,0.141,0.000,0.859
637.000,10050077.000,0.000,0.875,1.000,0.125,0.842,0.207,0.222,0.783
638.000,10050078.000,0.000,0.800,1.000,0.000,0.667,0.181,1.000,0.807
639.000,10050079.000,0.000,0.333,0.857,0.833,0.875,0.348,0.500,0.696
640.000,10050080.000,0.077,0.609,0.885,0.391,0.634,0.360,2.667,0.649
641.000,10050081.000,0.000,0.360,0.962,0.680,0.839,0.282,0.625,0.727
642.000,10050082.000,0.000,0.259,1.000,0.741,0.509,0.411,3.250,0.589
643.000,10050083.000,0.130,0.300,0.870,0.700,0.500,0.479,1.278,0.510
644.000,10050084.000,0.000,0.500,1.048,0.500,0.618,0.366,1.000,0.634
645.000,10050085.000,0.000,0.333,1.000,0.667,0.243,0.363,1.526,0.637
646.000,10050086.000,0.000,0.400,1.000,0.700,0.476,0.382,0.857,0.600
647.000,10050087.000,0.000,0.600,0.909,0.400,0.393,0.350,2.250,0.650
648.000,10050088.000,0.150,0.647,0.850,0.353,0.588,0.354,1.400,0.646
649.000,10050089.000,0.000,0.386,1.000,0.614,0.679,0.400,0.903,0.595
650.000,10050090.000,0.053,0.405,0.974,0.622,0.691,0.417,0.842,0.583
651.000,10050091.000,0.000,0.000,0.667,1.000,0.500,0.600,0.667,0.400
652.000,10050092.000,0.000,0.259,0.983,0.759,0.756,0.494,1.053,0.506
653.000,10050093.000,0.111,0.458,0.889,0.542,0.643,0.333,1.667,0.667
654.000,10050094.000,0.000,0.267,1.000,0.733,0.577,0.243,1.571,0.757
655.000,10050095.000,0.000,0.444,1.038,0.556,0.684,0.452,1.083,0.548
